DATA,LOGIN,NOME_INDICADO,NUMERADOR,DENOMINADOR,GRUPO_AGENTE
2024-08-10,Agente_29,TMA,681,130,Grupo_1
2024-05-15,Agente_46,Nota de Qualidade,1,8,Grupo_0
2024-09-12,Agente_42,CSAT,47,99,Grupo_0
2024-12-25,Agente_37,Nota de Qualidade,7,4,Grupo_0
2024-11-24,Agente_44,Nota de Qualidade,3,7,Grupo_3
2024-02-18,Agente_41,CSAT,36,4,Grupo_1
2024-10-18,Agente_23,Nota de Qualidade,6,3,Grupo_3
2024-11-19,Agente_29,TMA,522,194,Grupo_0
2024-03-18,Agente_36,CSAT,93,37,Grupo_3
2024-04-14,Agente_38,TMA,775,16,Grupo_3
2024-06-17,Agente_10,CSAT,91,55,Grupo_1
2024-08-04,Agente_13,TMA,1048,46,Grupo_2
2024-04-28,Agente_22,TMA,271,198,Grupo_3
2024-07-08,Agente_15,Nota de Qualidade,1,2,Grupo_3
2024-09-11,Agente_49,TMA,495,119,Grupo_0
2024-09-22,Agente_20,Nota de Qualidade,3,4,Grupo_0
2024-05-28,Agente_3,CSAT,10,66,Grupo_0
2024-06-12,Agente_32,TMA,520,178,Grupo_4
2024-05-19,Agente_46,TMA,236,24,Grupo_3
2024-12-12,Agente_13,CSAT,55,54,Grupo_0
2024-09-14,Agente_18,CSAT,30,61,Grupo_1
2024-09-25,Agente_4,TMA,245,197,Grupo_4
2024-06-29,Agente_35,CSAT,52,86,Grupo_2
2024-06-08,Agente_30,Nota de Qualidade,5,9,Grupo_3
2024-12-16,Agente_44,CSAT,41,29,Grupo_3
2024-10-14,Agente_17,CSAT,83,92,Grupo_1
2024-10-14,Agente_43,TMA,359,142,Grupo_2
2024-08-13,Agente_30,Nota de Qualidade,3,1,Grupo_2
2024-01-11,Agente_29,CSAT,52,52,Grupo_4
2024-01-10,Agente_20,Nota de Qualidade,5,5,Grupo_3
2024-09-27,Agente_46,Nota de Qualidade,2,2,Grupo_0
2024-09-29,Agente_29,Nota de Qualidade,5,4,Grupo_1
2024-07-01,Agente_40,TMA,550,172,Grupo_1
2024-06-01,Agente_3,CSAT,45,72,Grupo_1
2024-11-10,Agente_4,TMA,1175,114,Grupo_1
2024-11-29,Agente_40,CSAT,78,55,Grupo_0
2024-05-03,Agente_44,CSAT,71,11,Grupo_0
2024-04-23,Agente_9,TMA,568,56,Grupo_4
2024-10-04,Agente_26,Nota de Qualidade,9,7,Grupo_3
2024-07-31,Agente_15,Nota de Qualidade,4,2,Grupo_0
2024-06-20,Agente_29,CSAT,63,92,Grupo_4
2024-10-14,Agente_12,TMA,839,21,Grupo_2
2024-06-22,Agente_35,Nota de Qualidade,3,5,Grupo_3
2024-04-22,Agente_20,Nota de Qualidade,5,5,Grupo_0
2024-05-01,Agente_44,CSAT,73,96,Grupo_2
2024-02-01,Agente_39,CSAT,46,33,Grupo_4
2024-08-09,Agente_44,TMA,510,130,Grupo_0
2024-04-28,Agente_14,CSAT,42,18,Grupo_0
2024-02-08,Agente_19,Nota de Qualidade,9,5,Grupo_2
2024-09-24,Agente_19,Nota de Qualidade,8,7,Grupo_0
2024-08-20,Agente_44,Nota de Qualidade,7,2,Grupo_1
2024-01-18,Agente_4,Nota de Qualidade,4,9,Grupo_0
2024-05-28,Agente_31,TMA,156,58,Grupo_3
2024-05-28,Agente_5,TMA,955,19,Grupo_2
2024-05-05,Agente_29,CSAT,39,18,Grupo_3
2024-10-28,Agente_25,CSAT,24,41,Grupo_4
2024-12-25,Agente_36,CSAT,35,2,Grupo_3
2024-08-25,Agente_12,TMA,270,186,Grupo_1
2024-05-14,Agente_28,Nota de Qualidade,2,5,Grupo_1
2024-05-30,Agente_4,CSAT,18,26,Grupo_3
2024-08-23,Agente_24,Nota de Qualidade,5,3,Grupo_4
2024-08-11,Agente_12,CSAT,50,25,Grupo_0
2024-07-21,Agente_23,CSAT,16,74,Grupo_1
2024-09-12,Agente_30,CSAT,60,46,Grupo_3
2024-03-26,Agente_19,CSAT,54,50,Grupo_3
2024-05-29,Agente_7,CSAT,74,11,Grupo_3
2024-08-22,Agente_8,Nota de Qualidade,7,9,Grupo_0
2024-12-10,Agente_20,CSAT,55,8,Grupo_2
2024-01-22,Agente_19,Nota de Qualidade,7,7,Grupo_4
2024-12-13,Agente_14,TMA,625,26,Grupo_2
2024-10-11,Agente_25,CSAT,44,5,Grupo_4
2024-09-25,Agente_41,Nota de Qualidade,2,9,Grupo_4
2024-09-14,Agente_10,TMA,783,131,Grupo_3
2024-01-29,Agente_36,TMA,173,29,Grupo_1
2024-07-31,Agente_40,TMA,1104,42,Grupo_3
2024-10-09,Agente_10,Nota de Qualidade,4,8,Grupo_0
2024-02-19,Agente_26,CSAT,62,79,Grupo_4
2024-04-04,Agente_29,CSAT,25,89,Grupo_1
2024-03-28,Agente_18,Nota de Qualidade,0,2,Grupo_4
2024-02-13,Agente_33,CSAT,17,38,Grupo_4
2024-10-04,Agente_37,Nota de Qualidade,0,1,Grupo_3
2024-06-19,Agente_22,CSAT,49,15,Grupo_1
2024-07-07,Agente_0,TMA,167,189,Grupo_1
2024-12-18,Agente_2,CSAT,97,68,Grupo_4
2024-07-02,Agente_2,Nota de Qualidade,2,3,Grupo_1
2024-01-03,Agente_27,Nota de Qualidade,8,8,Grupo_1
2024-07-09,Agente_13,TMA,348,197,Grupo_3
2024-04-27,Agente_29,Nota de Qualidade,4,4,Grupo_2
2024-01-19,Agente_4,CSAT,42,9,Grupo_0
2024-01-23,Agente_48,CSAT,13,3,Grupo_2
2024-01-30,Agente_14,TMA,243,35,Grupo_1
2024-10-21,Agente_37,Nota de Qualidade,4,9,Grupo_4
2024-04-17,Agente_13,TMA,929,30,Grupo_0
2024-10-07,Agente_13,CSAT,38,80,Grupo_0
2024-05-07,Agente_48,TMA,1059,160,Grupo_4
2024-08-16,Agente_7,Nota de Qualidade,9,5,Grupo_0
2024-04-20,Agente_7,TMA,360,36,Grupo_4
2024-05-15,Agente_18,Nota de Qualidade,3,2,Grupo_0
2024-12-27,Agente_31,Nota de Qualidade,8,3,Grupo_2
2024-07-04,Agente_30,CSAT,74,11,Grupo_0
2024-05-23,Agente_28,CSAT,34,19,Grupo_3
2024-03-12,Agente_40,CSAT,87,65,Grupo_4
2024-05-08,Agente_10,Nota de Qualidade,2,4,Grupo_0
2024-12-29,Agente_44,TMA,936,169,Grupo_4
2024-09-17,Agente_12,Nota de Qualidade,5,1,Grupo_3
2024-01-03,Agente_26,CSAT,39,68,Grupo_0
2024-04-13,Agente_18,CSAT,62,15,Grupo_0
2024-08-11,Agente_25,TMA,924,176,Grupo_3
2024-11-15,Agente_36,CSAT,56,10,Grupo_3
2024-12-27,Agente_47,CSAT,70,97,Grupo_3
2024-12-19,Agente_8,CSAT,16,76,Grupo_4
2024-01-10,Agente_27,TMA,938,129,Grupo_3
2024-10-28,Agente_31,Nota de Qualidade,6,3,Grupo_4
2024-08-18,Agente_2,CSAT,50,94,Grupo_2
2024-08-06,Agente_31,TMA,233,125,Grupo_0
2024-03-06,Agente_4,CSAT,54,99,Grupo_0
2024-04-21,Agente_7,TMA,135,168,Grupo_1
2024-01-13,Agente_13,CSAT,80,72,Grupo_2
2024-03-26,Agente_2,TMA,511,152,Grupo_3
2024-08-21,Agente_23,CSAT,57,78,Grupo_3
2024-03-30,Agente_12,Nota de Qualidade,7,8,Grupo_2
2024-11-09,Agente_42,CSAT,51,43,Grupo_3
2024-02-23,Agente_28,TMA,526,12,Grupo_1
2024-01-12,Agente_7,CSAT,67,11,Grupo_4
2024-07-27,Agente_41,Nota de Qualidade,1,2,Grupo_0
2024-01-14,Agente_30,CSAT,18,44,Grupo_2
2024-04-30,Agente_25,TMA,988,175,Grupo_0
2024-01-20,Agente_17,TMA,318,122,Grupo_4
2024-03-15,Agente_17,Nota de Qualidade,2,1,Grupo_2
2024-08-30,Agente_6,TMA,222,173,Grupo_4
2024-08-10,Agente_47,CSAT,37,39,Grupo_3
2024-03-10,Agente_37,CSAT,24,64,Grupo_3
2024-11-07,Agente_47,CSAT,12,68,Grupo_3
2024-07-29,Agente_15,TMA,385,84,Grupo_4
2024-04-10,Agente_32,CSAT,0,72,Grupo_4
2024-07-04,Agente_2,CSAT,53,98,Grupo_4
2024-05-11,Agente_37,CSAT,8,36,Grupo_0
2024-04-20,Agente_3,Nota de Qualidade,0,7,Grupo_4
2024-05-11,Agente_35,TMA,165,196,Grupo_3
2024-01-20,Agente_3,TMA,423,30,Grupo_1
2024-01-24,Agente_41,TMA,719,138,Grupo_4
2024-08-14,Agente_8,Nota de Qualidade,2,7,Grupo_1
2024-06-02,Agente_39,TMA,806,193,Grupo_3
2024-10-19,Agente_16,Nota de Qualidade,8,1,Grupo_4
2024-08-17,Agente_16,Nota de Qualidade,3,2,Grupo_0
2024-11-05,Agente_32,TMA,989,41,Grupo_0
2024-12-24,Agente_19,CSAT,65,25,Grupo_1
2024-07-20,Agente_13,CSAT,50,63,Grupo_0
2024-02-07,Agente_21,TMA,561,163,Grupo_0
2024-09-16,Agente_26,TMA,280,188,Grupo_0
2024-07-06,Agente_42,Nota de Qualidade,7,9,Grupo_3
2024-02-26,Agente_2,TMA,726,32,Grupo_0
2024-01-20,Agente_23,Nota de Qualidade,0,6,Grupo_2
2024-09-29,Agente_29,TMA,242,179,Grupo_4
2024-04-28,Agente_7,CSAT,28,34,Grupo_0
2024-03-11,Agente_21,CSAT,56,3,Grupo_0
2024-01-04,Agente_24,TMA,1089,57,Grupo_0
2024-08-08,Agente_9,Nota de Qualidade,5,8,Grupo_2
2024-01-14,Agente_48,CSAT,12,36,Grupo_0
2024-01-03,Agente_28,Nota de Qualidade,5,1,Grupo_0
2024-08-03,Agente_39,TMA,164,66,Grupo_4
2024-08-16,Agente_0,TMA,1138,116,Grupo_2
2024-12-01,Agente_20,CSAT,12,97,Grupo_2
2024-07-04,Agente_38,TMA,366,101,Grupo_0
2024-02-24,Agente_23,CSAT,52,36,Grupo_2
2024-09-10,Agente_8,Nota de Qualidade,4,7,Grupo_1
2024-01-24,Agente_43,CSAT,24,81,Grupo_2
2024-06-10,Agente_25,CSAT,36,19,Grupo_2
2024-06-06,Agente_8,Nota de Qualidade,2,2,Grupo_2
2024-03-22,Agente_19,CSAT,53,46,Grupo_3
2024-06-07,Agente_34,CSAT,5,83,Grupo_3
2024-07-06,Agente_35,TMA,956,43,Grupo_3
2024-02-29,Agente_41,Nota de Qualidade,7,3,Grupo_2
2024-10-31,Agente_35,CSAT,96,26,Grupo_1
2024-11-14,Agente_8,Nota de Qualidade,8,5,Grupo_2
2024-07-29,Agente_21,Nota de Qualidade,0,6,Grupo_0
2024-05-31,Agente_0,CSAT,25,99,Grupo_1
2024-04-18,Agente_4,TMA,527,33,Grupo_3
2024-03-16,Agente_8,Nota de Qualidade,4,6,Grupo_4
2024-01-30,Agente_36,CSAT,89,20,Grupo_1
2024-11-09,Agente_37,Nota de Qualidade,5,3,Grupo_3
2024-04-26,Agente_18,TMA,837,149,Grupo_1
2024-12-21,Agente_7,TMA,505,198,Grupo_1
2024-07-10,Agente_41,TMA,139,26,Grupo_2
2024-01-19,Agente_42,CSAT,9,12,Grupo_0
2024-06-21,Agente_31,CSAT,82,40,Grupo_4
2024-08-15,Agente_12,TMA,133,83,Grupo_3
2024-12-15,Agente_19,CSAT,49,10,Grupo_1
2024-07-01,Agente_35,TMA,1186,103,Grupo_4
2024-04-22,Agente_42,CSAT,3,1,Grupo_1
2024-07-01,Agente_43,TMA,358,92,Grupo_0
2024-05-25,Agente_36,Nota de Qualidade,4,8,Grupo_4
2024-11-14,Agente_29,TMA,1021,33,Grupo_3
2024-04-25,Agente_9,TMA,72,166,Grupo_1
2024-04-22,Agente_30,CSAT,64,46,Grupo_0
2024-09-07,Agente_24,CSAT,33,63,Grupo_4
2024-09-07,Agente_28,CSAT,3,28,Grupo_1
2024-10-29,Agente_23,CSAT,82,1,Grupo_1
2024-11-08,Agente_38,CSAT,35,13,Grupo_3
2024-04-27,Agente_20,CSAT,4,97,Grupo_0
2024-10-27,Agente_40,Nota de Qualidade,7,2,Grupo_2
2024-06-09,Agente_8,TMA,318,13,Grupo_1
2024-07-16,Agente_41,TMA,702,90,Grupo_4
2024-09-16,Agente_41,TMA,1142,83,Grupo_3
2024-05-27,Agente_1,Nota de Qualidade,0,6,Grupo_3
2024-08-27,Agente_3,TMA,514,112,Grupo_1
2024-02-16,Agente_7,Nota de Qualidade,2,7,Grupo_1
2024-07-16,Agente_31,Nota de Qualidade,8,8,Grupo_1
2024-02-16,Agente_13,Nota de Qualidade,2,5,Grupo_2
2024-03-18,Agente_48,TMA,941,71,Grupo_1
2024-05-03,Agente_12,Nota de Qualidade,6,7,Grupo_0
2024-03-15,Agente_20,TMA,775,71,Grupo_4
2024-12-24,Agente_23,TMA,1139,119,Grupo_1
2024-05-16,Agente_49,CSAT,48,16,Grupo_2
2024-03-30,Agente_17,CSAT,72,74,Grupo_4
2024-11-20,Agente_44,Nota de Qualidade,8,1,Grupo_3
2024-03-01,Agente_39,Nota de Qualidade,7,3,Grupo_1
2024-05-17,Agente_25,TMA,610,123,Grupo_4
2024-02-19,Agente_31,Nota de Qualidade,6,7,Grupo_3
2024-09-15,Agente_43,Nota de Qualidade,8,2,Grupo_2
2024-04-16,Agente_32,TMA,779,65,Grupo_0
2024-04-22,Agente_30,Nota de Qualidade,4,9,Grupo_1
2024-12-15,Agente_17,Nota de Qualidade,7,3,Grupo_0
2024-09-10,Agente_34,TMA,926,68,Grupo_2
2024-04-27,Agente_11,TMA,693,129,Grupo_4
2024-07-16,Agente_24,CSAT,40,66,Grupo_4
2024-12-02,Agente_44,TMA,633,167,Grupo_2
2024-12-30,Agente_30,CSAT,39,40,Grupo_2
2024-02-20,Agente_9,Nota de Qualidade,4,6,Grupo_1
2024-09-01,Agente_46,TMA,805,24,Grupo_3
2024-02-04,Agente_33,TMA,996,57,Grupo_0
2024-10-28,Agente_2,TMA,248,57,Grupo_0
2024-03-09,Agente_45,Nota de Qualidade,7,9,Grupo_4
2024-12-14,Agente_38,CSAT,75,8,Grupo_4
2024-11-15,Agente_7,Nota de Qualidade,1,4,Grupo_1
2024-02-18,Agente_31,Nota de Qualidade,6,5,Grupo_2
2024-03-14,Agente_42,TMA,873,75,Grupo_0
2024-07-10,Agente_28,CSAT,79,69,Grupo_1
2024-09-17,Agente_21,Nota de Qualidade,5,1,Grupo_4
2024-12-21,Agente_19,TMA,206,159,Grupo_4
2024-03-10,Agente_5,Nota de Qualidade,6,3,Grupo_0
2024-03-30,Agente_42,Nota de Qualidade,0,7,Grupo_4
2024-09-16,Agente_48,TMA,382,14,Grupo_4
2024-05-05,Agente_28,TMA,458,90,Grupo_3
2024-08-18,Agente_41,CSAT,43,46,Grupo_2
2024-10-21,Agente_16,Nota de Qualidade,3,1,Grupo_4
2024-05-08,Agente_30,TMA,255,86,Grupo_3
2024-10-06,Agente_33,TMA,1103,120,Grupo_1
2024-11-08,Agente_37,CSAT,17,64,Grupo_4
2024-04-09,Agente_36,CSAT,48,42,Grupo_1
2024-11-21,Agente_3,TMA,583,88,Grupo_4
2024-10-23,Agente_1,CSAT,35,8,Grupo_0
2024-06-30,Agente_11,TMA,87,125,Grupo_3
2024-06-22,Agente_34,Nota de Qualidade,5,1,Grupo_3
2024-11-11,Agente_5,CSAT,37,80,Grupo_0
2024-12-29,Agente_45,Nota de Qualidade,9,5,Grupo_2
2024-07-06,Agente_7,Nota de Qualidade,1,1,Grupo_3
2024-02-26,Agente_20,Nota de Qualidade,5,2,Grupo_1
2024-01-31,Agente_45,TMA,276,34,Grupo_3
2024-03-24,Agente_34,Nota de Qualidade,0,5,Grupo_2
2024-05-31,Agente_47,Nota de Qualidade,7,4,Grupo_1
2024-02-05,Agente_14,Nota de Qualidade,2,5,Grupo_1
2024-07-31,Agente_6,TMA,256,25,Grupo_0
2024-12-29,Agente_14,Nota de Qualidade,5,2,Grupo_4
2024-04-15,Agente_44,Nota de Qualidade,0,3,Grupo_0
2024-12-07,Agente_5,CSAT,81,4,Grupo_4
2024-08-07,Agente_46,TMA,686,104,Grupo_0
2024-06-11,Agente_16,Nota de Qualidade,8,5,Grupo_4
2024-08-07,Agente_3,CSAT,99,16,Grupo_3
2024-09-26,Agente_21,TMA,484,39,Grupo_1
2024-04-29,Agente_31,TMA,853,186,Grupo_4
2024-12-01,Agente_21,TMA,602,59,Grupo_3
2024-06-30,Agente_26,TMA,623,175,Grupo_2
2024-04-15,Agente_45,TMA,1121,197,Grupo_0
2024-08-04,Agente_14,TMA,79,108,Grupo_2
2024-07-23,Agente_43,Nota de Qualidade,6,7,Grupo_3
2024-03-10,Agente_21,Nota de Qualidade,8,6,Grupo_2
2024-02-13,Agente_27,Nota de Qualidade,1,6,Grupo_2
2024-11-24,Agente_41,Nota de Qualidade,7,6,Grupo_3
2024-10-27,Agente_37,CSAT,8,15,Grupo_1
2024-08-15,Agente_8,Nota de Qualidade,3,3,Grupo_4
2024-07-02,Agente_33,TMA,310,110,Grupo_0
2024-04-16,Agente_35,Nota de Qualidade,2,2,Grupo_4
2024-03-24,Agente_8,Nota de Qualidade,1,4,Grupo_0
2024-12-03,Agente_14,TMA,955,149,Grupo_4
2024-09-06,Agente_44,Nota de Qualidade,7,9,Grupo_2
2024-12-28,Agente_19,Nota de Qualidade,2,7,Grupo_1
2024-01-21,Agente_7,Nota de Qualidade,8,1,Grupo_2
2024-07-14,Agente_27,CSAT,56,30,Grupo_1
2024-06-26,Agente_18,Nota de Qualidade,6,4,Grupo_3
2024-01-07,Agente_15,TMA,696,133,Grupo_0
2024-03-10,Agente_10,TMA,742,190,Grupo_0
2024-05-06,Agente_41,Nota de Qualidade,6,6,Grupo_3
2024-06-08,Agente_7,Nota de Qualidade,2,5,Grupo_4
2024-09-04,Agente_32,Nota de Qualidade,7,5,Grupo_3
2024-07-21,Agente_9,TMA,71,131,Grupo_3
2024-05-27,Agente_17,TMA,548,76,Grupo_1
2024-05-22,Agente_34,CSAT,97,38,Grupo_3
2024-07-17,Agente_42,CSAT,23,81,Grupo_0
2024-06-02,Agente_49,CSAT,39,65,Grupo_2
2024-05-21,Agente_2,TMA,259,134,Grupo_1
2024-11-08,Agente_39,CSAT,95,13,Grupo_1
2024-06-13,Agente_26,Nota de Qualidade,5,1,Grupo_4
2024-11-09,Agente_27,Nota de Qualidade,6,1,Grupo_2
2024-01-21,Agente_45,TMA,416,53,Grupo_1
2024-03-22,Agente_5,CSAT,31,3,Grupo_3
2024-03-09,Agente_46,Nota de Qualidade,5,4,Grupo_1
2024-05-10,Agente_13,TMA,1047,175,Grupo_1
2024-03-27,Agente_6,CSAT,3,79,Grupo_1
2024-08-05,Agente_9,Nota de Qualidade,0,5,Grupo_4
2024-10-31,Agente_14,CSAT,87,36,Grupo_1
2024-12-10,Agente_30,TMA,579,167,Grupo_1
2024-12-06,Agente_28,CSAT,85,52,Grupo_4
2024-06-09,Agente_41,TMA,668,162,Grupo_2
2024-06-26,Agente_16,CSAT,51,59,Grupo_0
2024-04-26,Agente_28,Nota de Qualidade,4,3,Grupo_4
2024-07-14,Agente_48,TMA,959,102,Grupo_4
2024-11-22,Agente_43,TMA,1146,41,Grupo_1
2024-03-26,Agente_14,TMA,622,72,Grupo_1
2024-10-15,Agente_25,CSAT,79,87,Grupo_0
2024-03-21,Agente_11,CSAT,0,19,Grupo_1
2024-05-31,Agente_24,Nota de Qualidade,4,3,Grupo_3
2024-03-01,Agente_40,TMA,1018,103,Grupo_1
2024-03-01,Agente_4,TMA,140,112,Grupo_1
2024-12-19,Agente_3,CSAT,25,13,Grupo_3
2024-01-28,Agente_43,CSAT,85,23,Grupo_0
2024-02-12,Agente_47,Nota de Qualidade,0,3,Grupo_3
2024-06-17,Agente_40,Nota de Qualidade,8,2,Grupo_4
2024-03-26,Agente_30,CSAT,77,67,Grupo_3
2024-06-25,Agente_2,TMA,1191,53,Grupo_2
2024-01-17,Agente_2,Nota de Qualidade,4,7,Grupo_4
2024-04-07,Agente_25,CSAT,96,99,Grupo_1
2024-07-16,Agente_49,CSAT,10,45,Grupo_4
2024-04-07,Agente_16,TMA,987,115,Grupo_0
2024-03-05,Agente_9,CSAT,82,36,Grupo_0
2024-11-25,Agente_1,CSAT,36,75,Grupo_3
2024-12-06,Agente_23,Nota de Qualidade,8,1,Grupo_4
2024-01-05,Agente_10,CSAT,14,13,Grupo_1
2024-01-02,Agente_23,CSAT,52,33,Grupo_0
2024-01-22,Agente_34,Nota de Qualidade,7,7,Grupo_1
2024-04-21,Agente_22,TMA,288,127,Grupo_2
2024-02-26,Agente_31,TMA,747,194,Grupo_0
2024-03-06,Agente_22,Nota de Qualidade,2,2,Grupo_3
2024-11-25,Agente_33,Nota de Qualidade,6,2,Grupo_2
2024-04-07,Agente_40,TMA,904,25,Grupo_4
2024-05-23,Agente_18,TMA,694,17,Grupo_1
2024-05-04,Agente_1,TMA,462,169,Grupo_0
2024-06-15,Agente_1,TMA,686,122,Grupo_2
2024-03-26,Agente_14,TMA,676,34,Grupo_2
2024-03-16,Agente_20,Nota de Qualidade,4,7,Grupo_0
2024-12-09,Agente_34,CSAT,80,25,Grupo_4
2024-10-20,Agente_4,TMA,92,40,Grupo_4
2024-02-28,Agente_42,TMA,607,96,Grupo_3
2024-05-17,Agente_26,CSAT,88,49,Grupo_4
2024-04-08,Agente_23,CSAT,43,48,Grupo_3
2024-07-10,Agente_6,CSAT,29,13,Grupo_2
2024-08-30,Agente_5,CSAT,42,93,Grupo_0
2024-11-14,Agente_45,CSAT,15,91,Grupo_4
2024-02-18,Agente_32,CSAT,25,75,Grupo_3
2024-02-01,Agente_48,Nota de Qualidade,4,3,Grupo_2
2024-10-03,Agente_16,CSAT,25,98,Grupo_4
2024-01-20,Agente_45,CSAT,96,15,Grupo_1
2024-06-02,Agente_41,Nota de Qualidade,1,4,Grupo_2
2024-03-08,Agente_29,CSAT,37,44,Grupo_4
2024-08-01,Agente_7,TMA,651,141,Grupo_2
2024-05-22,Agente_39,TMA,387,53,Grupo_0
2024-08-19,Agente_45,CSAT,45,84,Grupo_0
2024-07-31,Agente_6,Nota de Qualidade,9,5,Grupo_0
2024-03-19,Agente_5,TMA,293,190,Grupo_1
2024-08-01,Agente_3,Nota de Qualidade,2,9,Grupo_0
2024-04-25,Agente_0,TMA,992,69,Grupo_1
2024-04-01,Agente_14,CSAT,31,45,Grupo_0
2024-09-26,Agente_30,Nota de Qualidade,9,2,Grupo_2
2024-06-16,Agente_24,Nota de Qualidade,3,4,Grupo_4
2024-02-27,Agente_46,Nota de Qualidade,4,8,Grupo_4
2024-10-10,Agente_32,TMA,608,170,Grupo_0
2024-01-26,Agente_34,TMA,1037,136,Grupo_4
2024-03-06,Agente_4,TMA,859,115,Grupo_0
2024-09-04,Agente_4,CSAT,21,1,Grupo_0
2024-09-10,Agente_35,TMA,629,172,Grupo_3
2024-02-13,Agente_16,CSAT,69,70,Grupo_3
2024-04-06,Agente_13,Nota de Qualidade,1,5,Grupo_3
2024-02-11,Agente_28,Nota de Qualidade,0,9,Grupo_1
2024-08-14,Agente_7,CSAT,56,3,Grupo_3
2024-09-18,Agente_33,TMA,282,108,Grupo_0
2024-06-15,Agente_39,CSAT,44,15,Grupo_2
2024-10-05,Agente_0,Nota de Qualidade,0,5,Grupo_3
2024-03-29,Agente_28,Nota de Qualidade,5,7,Grupo_3
2024-06-26,Agente_35,CSAT,66,55,Grupo_2
2024-07-15,Agente_36,TMA,1071,51,Grupo_0
2024-11-02,Agente_28,TMA,153,14,Grupo_1
2024-09-23,Agente_4,CSAT,51,22,Grupo_3
2024-09-24,Agente_31,CSAT,76,44,Grupo_2
2024-03-14,Agente_23,TMA,558,124,Grupo_0
2024-01-08,Agente_18,Nota de Qualidade,4,5,Grupo_4
2024-10-23,Agente_11,CSAT,24,21,Grupo_1
2024-06-12,Agente_0,TMA,791,77,Grupo_2
2024-03-25,Agente_6,TMA,1130,136,Grupo_2
2024-03-12,Agente_16,Nota de Qualidade,2,7,Grupo_2
2024-02-24,Agente_33,Nota de Qualidade,6,8,Grupo_3
2024-02-16,Agente_42,Nota de Qualidade,3,4,Grupo_4
2024-08-25,Agente_6,Nota de Qualidade,8,7,Grupo_1
2024-04-13,Agente_16,Nota de Qualidade,2,9,Grupo_0
2024-07-28,Agente_2,CSAT,52,68,Grupo_0
2024-02-11,Agente_28,TMA,492,57,Grupo_4
2024-11-11,Agente_21,CSAT,81,7,Grupo_2
2024-09-24,Agente_37,CSAT,98,31,Grupo_2
2024-09-19,Agente_42,CSAT,55,96,Grupo_2
2024-12-01,Agente_28,CSAT,98,61,Grupo_2
2024-12-30,Agente_49,CSAT,91,5,Grupo_2
2024-09-15,Agente_49,Nota de Qualidade,5,1,Grupo_4
2024-10-09,Agente_41,Nota de Qualidade,9,7,Grupo_3
2024-04-23,Agente_4,TMA,767,179,Grupo_1
2024-12-28,Agente_29,CSAT,26,7,Grupo_2
2024-02-09,Agente_22,TMA,390,126,Grupo_3
2024-08-07,Agente_20,Nota de Qualidade,7,8,Grupo_0
2024-05-08,Agente_25,Nota de Qualidade,4,5,Grupo_4
2024-01-08,Agente_46,Nota de Qualidade,6,6,Grupo_3
2024-04-10,Agente_20,CSAT,99,2,Grupo_2
2024-06-24,Agente_19,CSAT,87,51,Grupo_2
2024-04-16,Agente_22,Nota de Qualidade,1,7,Grupo_2
2024-04-10,Agente_3,TMA,417,129,Grupo_3
2024-09-16,Agente_20,TMA,761,79,Grupo_2
2024-09-02,Agente_20,Nota de Qualidade,6,2,Grupo_3
2024-10-01,Agente_0,TMA,597,23,Grupo_2
2024-02-01,Agente_14,Nota de Qualidade,1,6,Grupo_0
2024-05-16,Agente_16,TMA,244,41,Grupo_0
2024-01-12,Agente_13,Nota de Qualidade,2,8,Grupo_1
2024-10-28,Agente_18,TMA,90,46,Grupo_2
2024-01-16,Agente_49,CSAT,44,86,Grupo_2
2024-05-08,Agente_33,Nota de Qualidade,9,3,Grupo_3
2024-03-03,Agente_5,Nota de Qualidade,4,1,Grupo_3
2024-04-18,Agente_44,TMA,78,93,Grupo_2
2024-01-21,Agente_48,Nota de Qualidade,8,1,Grupo_1
2024-06-06,Agente_5,Nota de Qualidade,2,3,Grupo_2
2024-09-25,Agente_4,Nota de Qualidade,5,5,Grupo_3
2024-06-10,Agente_6,CSAT,34,59,Grupo_2
2024-09-16,Agente_32,CSAT,38,67,Grupo_3
2024-04-11,Agente_12,TMA,1156,198,Grupo_2
2024-08-10,Agente_0,CSAT,49,53,Grupo_4
2024-02-28,Agente_12,TMA,361,61,Grupo_3
2024-09-03,Agente_42,CSAT,28,5,Grupo_1
2024-05-07,Agente_26,TMA,254,83,Grupo_4
2024-10-09,Agente_6,CSAT,94,75,Grupo_2
2024-11-20,Agente_2,CSAT,80,40,Grupo_3
2024-01-25,Agente_24,TMA,548,125,Grupo_4
2024-05-10,Agente_32,Nota de Qualidade,1,4,Grupo_1
2024-12-18,Agente_39,Nota de Qualidade,8,9,Grupo_3
2024-07-14,Agente_16,CSAT,84,69,Grupo_4
2024-10-07,Agente_44,TMA,990,151,Grupo_4
2024-06-02,Agente_13,Nota de Qualidade,5,7,Grupo_4
2024-05-12,Agente_36,TMA,183,183,Grupo_0
2024-08-14,Agente_22,Nota de Qualidade,8,7,Grupo_2
2024-07-07,Agente_23,TMA,846,85,Grupo_3
2024-09-21,Agente_28,CSAT,76,2,Grupo_3
2024-05-13,Agente_37,TMA,410,146,Grupo_3
2024-07-29,Agente_26,Nota de Qualidade,4,8,Grupo_4
2024-02-29,Agente_37,CSAT,38,37,Grupo_2
2024-12-29,Agente_39,TMA,88,44,Grupo_1
